Version,3.0.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
engbcfTools,eng,bcfTools,Bcftools,Sequencing software that works with SAMtools to call variants and produce consensus sequences from alignments.,NA,3.0.0,3.0.0,added in V3.0.0,
engbcov,eng,bcov,bcov,Measure of the amount of bovine coronavirus.,NA,2.0.0,2.0.0,added in V2.0.0,
engbcovCul,eng,bcovCul,bcov culture spike target,Cultured bovine coronavirus is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
engbcovGen,eng,bcovGen,bcov spike target (unspecified),The bovine coronavirus (unspecified) is used as the recovery efficiency control target.,NA,2.2.0,2.2.0,added in V2.2.0,
engbcovVac,eng,bcovVac,bcov vaccine spike target,The bovine coronavirus vaccine is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
engbeast,eng,beast,Bayesian Evolutionary Analysis by Sampling Trees (BEAST) Software,A lineage or clade analysis software tool for estimating evolutionary relationships and divergence times in a Bayesian framework.,NA,3.0.0,3.0.0,added in V3.0.0,
engbeeExtractFloc,eng,beeExtractFloc,Beef extract flocculation,Beef extract flocculation.,NA,2.0.0,2.0.0,added in V2.0.0,
engbefore,eng,before,Is Before ,Specifies that the object step or protocol occurs before the subject step or protocol in the overall protocol container.,Use only for protocolRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
engbeLOD,eng,beLOD,Below LOD,Measure is below the limit of detection (LOD) for a specific analyte.,NA,2.0.0,2.0.0,added in V2.0.0,
engbelowLOQ,eng,belowLOQ,Measured levels below LOQ,"Indicates that a measurement detected the analyte, but at levels below the limit of quantification (LOQ).",NA,2.2.3,2.2.3,added in v 2.2.3,
engbeta,eng,beta,Beta,B.1.351,NA,2.0.0,2.0.0,added in V2.0.0,
engbetaCoronaGrp,eng,betaCoronaGrp,Beta Coronavirus Group,A group of measures/methods related to beta coronaviruses.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
engbigsdb,eng,bigsdb,BIGSdb (Bacterial Isolate Genome Sequence Database),"BIGSdb (Bacterial Isolate Genome Sequence Database). A flexible platform that supports serotyping alongside sequence typing and other typing schemes. Can be customized for various bacterial species, including Neisseria meningitidis.",NA,3.0.0,3.0.0,added in V3.0.0,
engbio,eng,bio,Biologic,A living organism or biological substance.,NA,2.0.0,2.0.0,added in V2.0.0,
engbioanalys,eng,bioanalys,Fragment analyzers or bioanalyzers,"Fragment analyzer or bioanalyzer instruments, used to assess fragment size distribution in libraries.",NA,3.0.0,3.0.0,added in V3.0.0,
engbioEdit,eng,bioEdit,BioEdit,"Sequencing software that offers sequence alignment and visualization, used to manually generate consensus sequences.",NA,3.0.0,3.0.0,added in V3.0.0,
engbiooSci,eng,biooSci,Bioo Scientific NEXTflex Rapid DNA-Seq Kit,Bioo Scientific NEXTflex Rapid DNA-Seq Kit by PerkinElmer. A rapid and flexible library prep kit for DNA sequencing on Illumina platforms.,NA,3.0.0,3.0.0,added in V3.0.0,
engbioRadDdpcr,eng,bioRadDdpcr,Digital droplet emulsification PCR,Describes a PCR analysis done using BioRad's digital droplet emulsification PCR technology.,NA,2.0.0,2.0.0,added in V2.0.0,
engbioRep,eng,bioRep,Biological replicate,"A biological replicate not otherwise specified - these are parallel measurements of biologically distinct samples that capture random biological variation, which can be a subject of study or a source of noise itself. Biological replicates are important because they address how widely your experimental results can be generalized. They indicate if an experimental effect is sustainable under a different set of biological variables.",Further examples of biological replucates are the more specific co-located samples and field sample replicate types for the repType field.,3.0.0,3.0.0,added in V3.0.0,
engbLacAMRGrp,eng,bLacAMRGrp,Beta-Lactamase Anti-microbial resistance Group,The group for measures and methods pertaining to beta-lactamase-related anti-microbial resistance.,NA,2.1.0,2.1.0,added in V2.1.0,
engblaCMY,eng,blaCMY,Cephamycin Beta-Lactamase-Resistance gene target,Cephamycin Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblaCTXM1,eng,blaCTXM1,CTX-M Beta-Lactamase-Resistance gene target,CTX-M Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblaIMP,eng,blaIMP,Impenemase (IMP) Beta-Lactamase-Resistance gene target,Impenemase (IMP) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblaKPC,eng,blaKPC,Klebsiella pneumoniae Carbapenam (KPC) Beta-Lactamase-Resistance gene target,Klebsiella pneumoniae Carbapenam (KPC) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblaNDM,eng,blaNDM,New-Delhi Metallo- (NDM) Beta-Lactamase-Resistance gene target,New-Delhi Metallo- (NDM) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblaOXA48,eng,blaOXA48,OXA-type Beta-Lactamase-Resistance gene target,OXA-type Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblaSHV,eng,blaSHV,SHV Beta-Lactamase-Resistance gene target,SHV-type Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblasr,eng,blasr,BLASR (Basic Local Alignment with Successive Refinement),BLASR (Basic Local Alignment with Successive Refinement). A long-read specific mapper. Optimized for PacBio data. Best for: High-quality long-read alignment.,NA,3.0.0,3.0.0,added in V3.0.0,
engblaTEM,eng,blaTEM,TEM Beta-Lactamase-Resistance gene target,TEM-type Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblaVIM,eng,blaVIM,Verone Integron-Encoded Metallo- (VIM) Beta-Lactamase-Resistance-resistance gene target,Verone Integron-Encoded Metallo- (VIM) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
engblob,eng,blob,Binary Large Object (BLOB) data type,The data type for Binary Large Object (BLOB) data.,Only used for the dictionary entries of parts.,2.0.0,2.0.0,added in V2.0.0,
engbmtagger,eng,bmtagger,BMTagger,A dehosting software developed by NCBI for identifying and removing host sequences based on local alignment.,NA,3.0.0,3.0.0,added in V3.0.0,
engboc,eng,boc,Breadth of coverage (>=5x depth),"The percentage of the reference genome covered by the sequenced data, to a prescribed read depth greater or equal to 5.",Report as percentage of positions.,2.0.0,2.0.0,Issue #120,
engbod5c,eng,bod5c,5-Day carbonaceous biochemical oxygen demand,"The quantity of oxygen utilized for the biochemical degradation of organic matter under standard laboratory procedures in five (5) days in the presence of a nitrification inhibitor, expressed in milligrams per litre (mg/l).",NA,1.1.0,2.0.0,"description wording, structure",
engbod5t,eng,bod5t,5-day total biochemical oxygen demand,5 day total biochemical oxygen demand.,NA,1.1.0,2.0.0,"description wording, structure",
engboolean,eng,boolean,Boolean data type,The data type for boolean/binary data.,Encoded as 'TRUE' or 'FALSE',2.0.0,2.0.0,added in V2.0.0,
engbooleanAggrSet,eng,booleanAggrSet,Boolean aggregation set,Aggreagation set for boolean.,NA,2.0.0,2.0.0,added in V2.0.0,
engbooleanSet,eng,booleanSet,Boolean value set,Set that contains the valid possible values for a boolean measure (TRUE or FALSE).,NA,2.0.0,2.0.0,added in V2.0.0,
engborderClos,eng,borderClos,Border closure,A measure shutting entry points to limit cross-border movement and disease spread.,NA,3.0.0,3.0.0,added in V3.0.0,
engborreliaGrp,eng,borreliaGrp,Borrelia burgdorferi or Lyme Disease Group,A group of measures/methods related to Borrelia burgdorferi or Lyme Disease.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
engbow,eng,bow,Body of water,"An outdoor accumuation of water either on the surface or beneath the ground, no other additional details specified.",NA,3.0.0,3.0.0,added in V3.0.0,
engbowtie2,eng,bowtie2,Bowtie2,"Bowtie2. A general-purpose read mapper. Fast and memory-efficient, commonly used for aligning short reads. Best for: Small genomes, RNA-seq preprocessing. Can also be used as a dehosting software that maps reads against a host reference genome to remove aligned reads.",NA,3.0.0,3.0.0,added in V3.0.0,
engbowtie2XSam,eng,bowtie2XSam,Host Subtraction with Bowtie2 & SAMtools,A combined workflow for dehosting where reads mapped to the host are removed from downstream analysis.,NA,3.0.0,3.0.0,added in V3.0.0,
engbps,eng,bps,Base-pairs,A base pair (bp) is a unit of measurement in molecular biology that represents a pair of complementary nucleotides in DNA or RNA. The length of DNA sequences is often measured in base pairs.,NA,3.0.0,3.0.0,added in V3.0.0,
engbpw,eng,bpw,Buffered Peptone Water,"A buffer solution/medium used for bacterial enrichment, can also serve as a temporary preservative.",NA,3.0.0,3.0.0,added in V3.0.0,
engbracken,eng,bracken,Bracken,A QC pipeline tool for sequencing data and taxonomic profiling that can also be used to identify contamination and assess data quality in metagenomics.,NA,3.0.0,3.0.0,added in V3.0.0,
engbRegLevel,eng,bRegLevel,B-Tier Region-level Aggregation at Site,"Specifies that a sewershed/site represents an entire region - where region here is an ""B-Tier"" region, and thus a region within a greater metropolitan area and larger than a single municipality, but smaller than the entire metropolitan area.",NA,3.0.0,3.0.0,added in V3.0.0,
engbrsv,eng,brsv,Bovine respiratory syncytial virus group,Bovine respiratory syncytial virus.,NA,2.0.0,2.0.0,added in V2.0.0,
engbrsvCul,eng,brsvCul,brsv culture spike target,Cultured bovine respiratory syncytial virus (BRSV) is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
engbrsvN,eng,brsvN,BRSV-N,bovine respiratory syncytial virus capsid protein gene region,NA,1.0.0,2.0.0,added in V2.0.0,
engbrsvVac,eng,brsvVac,brsv vaccine spike target,The bovine respiratory syncytial virus (BRSV) vaccine is used as the recovery efficiency control target.,NA,2.0.0,2.0.0,added in V2.0.0,
engbrucella,eng,brucella,Brucella,Brucella,NA,2.2.0,2.2.0,added in V2.2.0,
engbrucellaGrp,eng,brucellaGrp,Brucella Group,A group of measures/methods related to brucella bacteria.,Used to describe the organism information for general measures.,2.2.0,2.2.0,added in V2.2.0,
engbsd0,eng,bsd0,BSD Zero-Clause license,The licensing for the measure or data set is managed under the BSD Zero-Clause license.,NA,2.2.0,2.2.0,added in V2.2.0,
engbsd2Clause,eng,bsd2Clause,"BSD 2-clause ""Simplified"" license","The licensing for the measure or data set is managed under the BSD 2-clause ""Simplified"" license.",NA,2.2.0,2.2.0,added in V2.2.0,
engbsd3Clause,eng,bsd3Clause,"BSD 3-clause ""New"" or ""Revised"" license","The licensing for the measure or data set is managed under the BSD 3-clause ""New"" or ""Revised"" license.",NA,2.2.0,2.2.0,added in V2.2.0,
engbsd3ClauseClear,eng,bsd3ClauseClear,BSD 3-clause Clear license,The licensing for the measure or data set is managed under the BSD 3-clause Clear license.,NA,2.2.0,2.2.0,added in V2.2.0,
engbsd4Clause,eng,bsd4Clause,"BSD 4-clause ""Original"" or ""Old"" license","The licensing for the measure or data set is managed under the BSD 4-clause ""Original"" or ""Old"" license.",NA,2.2.0,2.2.0,added in V2.2.0,
engbsl10,eng,bsl10,Boost Software License 1.0,The licensing for the measure or data set is managed under the Boost Software License 1.0.,NA,2.2.0,2.2.0,added in V2.2.0,
engbSwrPpl,eng,bSwrPpl,Branch sewer pipleline,"Specifies a site type that is collection pipe that run lateral to other municpal sewer lines, allowing drainage into the main sewer.",NA,1.0.0,2.0.0,"description wording, structure",
engbuildCO,eng,buildCO,Building cleanout,Specifies a site type that is a capped pipe that connects to a building's main sewer line.,NA,1.0.0,2.0.0,"description wording, structure",
engbuilLev,eng,builLev,Building-level Surveillance,Surveillance is done only at the level of a single building.,NA,3.0.0,3.0.0,added in V3.0.0,
engbus,eng,bus,Bus,"A large motor vehicle carrying passengers by road, typically one serving the public on a fixed route and for a fare.",NA,2.2.3,2.2.3,added in v2.2.3,
engbusStat,eng,busStat,Bus Station,A terminal where buses arrive and depart.,NA,2.2.3,2.2.3,added in v2.2.3,
engbwa,eng,bwa,BWA (Burrows-Wheeler Aligner),"BWA (Burrows-Wheeler Aligner). A general-purpose read mapper. A sequencing software that is often used in workflows where generating consensus sequences from mapped reads is required. Includes algorithms like BWA-MEM, optimized for high-quality read mapping. Best for: Whole-genome sequencing (WGS), high-quality alignments.",NA,3.0.0,3.0.0,added in V3.0.0,
engbwaHost,eng,bwaHost,BWA for Host Filtering,"A dehosting software that maps reads to a host genome, filtering mapped reads from analysis.",NA,3.0.0,3.0.0,added in V3.0.0,
engbwaMEM,eng,bwaMEM,BWA-MEM with Duplicate Marking,A deduplication method that is used with SAMtools or Picard to mark duplicates during read mapping.,NA,3.0.0,3.0.0,added in V3.0.0,
engc2811t,eng,c2811t,C28311T Omicron N1 Point Mutation,"A measure of the C to T point mutation at position 28311 (C28311T) of the N1 probe, present in all Omicron sub-linages.",NA,3.0.0,3.0.0,added in V3.0.0,
engcaff,eng,caff,Caffeine,Caffeine (usually measured as a human fecal chemical indicator),NA,2.2.0,2.2.0,added in V2.2.0,
engcalcType,eng,calcType,Calculation Type,A field to explain the purpose/nature of a single calculation/data treatment. ,"Possible inputs are: normalization, standardization, smoothing, and predictiveModelling.",3.0.0,3.0.0,added in V3.0.0,
engcalcTypeSet,eng,calcTypeSet,Calculation type set,The set of valid inputs for the calculation type field.,NA,3.0.0,3.0.0,added in V3.0.0,
engcalculationID,eng,calculationID,Calculation ID,A unique identifier and primary key for every row of the calculations table.,Typically generated as a composite key of container ID and step ID.,3.0.0,3.0.0,added in V3.0.0,
engcalculations,eng,calculations,Calculations Table,Table for recording data on data treatments and calculations applied to measurements and reported values.,NA,2.3.0,2.3.0,added in V2.3.0,
engcalculationsOrder,eng,calculationsOrder,Calculations table column order,Specifies the order of the columns in the calculations table.,NA,3.0.0,3.0.0,added in V3.0.0,
engcalculationsRequired,eng,calculationsRequired,Calculations table required headers,Required headers in the calculations table.,NA,3.0.0,3.0.0,added in V3.0.0,
